28, 2, 616, 343, 47, 111, -1, -1, -1, -1
28, 1, 612, 269, 58, 136, -1, -1, -1, -1
29, 2, 615, 342, 47, 112, -1, -1, -1, -1
29, 1, 611, 269, 58, 136, -1, -1, -1, -1
30, 2, 613, 341, 49, 111, -1, -1, -1, -1
30, 1, 610, 269, 58, 137, -1, -1, -1, -1
31, 2, 612, 340, 49, 112, -1, -1, -1, -1
31, 1, 609, 269, 58, 138, -1, -1, -1, -1
32, 2, 611, 340, 49, 112, -1, -1, -1, -1
32, 1, 609, 270, 59, 136, -1, -1, -1, -1
33, 2, 610, 340, 49, 113, -1, -1, -1, -1
33, 1, 608, 271, 59, 136, -1, -1, -1, -1
34, 2, 609, 341, 49, 113, -1, -1, -1, -1
34, 1, 607, 272, 59, 137, -1, -1, -1, -1
35, 2, 609, 337, 51, 106, -1, -1, -1, -1
35, 1, 606, 274, 58, 137, -1, -1, -1, -1
36, 2, 608, 337, 52, 106, -1, -1, -1, -1
36, 1, 605, 275, 58, 138, -1, -1, -1, -1
37, 2, 607, 337, 53, 106, -1, -1, -1, -1
37, 1, 605, 276, 58, 134, -1, -1, -1, -1
38, 2, 606, 337, 54, 106, -1, -1, -1, -1
38, 1, 604, 277, 58, 134, -1, -1, -1, -1
39, 2, 604, 348, 52, 103, -1, -1, -1, -1
39, 1, 603, 278, 58, 134, -1, -1, -1, -1
40, 2, 603, 350, 52, 102, -1, -1, -1, -1
40, 1, 602, 279, 58, 134, -1, -1, -1, -1
41, 2, 602, 352, 52, 101, -1, -1, -1, -1
41, 1, 601, 280, 58, 134, -1, -1, -1, -1
42, 2, 601, 353, 52, 101, -1, -1, -1, -1
42, 1, 601, 281, 58, 129, -1, -1, -1, -1
43, 2, 601, 354, 52, 101, -1, -1, -1, -1
43, 1, 600, 282, 58, 128, -1, -1, -1, -1
44, 2, 600, 359, 51, 101, -1, -1, -1, -1
44, 1, 599, 283, 58, 127, -1, -1, -1, -1
45, 2, 600, 361, 51, 101, -1, -1, -1, -1
45, 1, 598, 284, 58, 126, -1, -1, -1, -1
46, 2, 600, 363, 51, 101, -1, -1, -1, -1
46, 1, 599, 284, 58, 123, -1, -1, -1, -1
47, 2, 600, 365, 51, 101, -1, -1, -1, -1
47, 1, 599, 285, 58, 122, -1, -1, -1, -1
48, 2, 600, 367, 51, 102, -1, -1, -1, -1
48, 1, 598, 286, 58, 122, -1, -1, -1, -1
49, 2, 600, 370, 51, 103, -1, -1, -1, -1
49, 1, 597, 287, 58, 122, -1, -1, -1, -1
50, 2, 600, 372, 51, 103, -1, -1, -1, -1
50, 1, 596, 289, 58, 121, -1, -1, -1, -1
51, 2, 600, 374, 51, 103, -1, -1, -1, -1
51, 1, 597, 290, 60, 117, -1, -1, -1, -1
52, 2, 600, 376, 51, 103, -1, -1, -1, -1
52, 1, 596, 291, 61, 117, -1, -1, -1, -1
53, 2, 600, 376, 51, 103, -1, -1, -1, -1
53, 1, 595, 292, 62, 116, -1, -1, -1, -1
54, 2, 600, 377, 51, 104, -1, -1, -1, -1
54, 1, 595, 293, 62, 115, -1, -1, -1, -1
55, 2, 600, 378, 51, 104, -1, -1, -1, -1
55, 1, 595, 294, 62, 114, -1, -1, -1, -1
56, 2, 600, 379, 51, 104, -1, -1, -1, -1
56, 1, 596, 296, 63, 109, -1, -1, -1, -1
57, 2, 600, 380, 51, 104, -1, -1, -1, -1
57, 1, 597, 297, 63, 108, -1, -1, -1, -1
58, 2, 600, 382, 51, 104, -1, -1, -1, -1
58, 1, 598, 298, 63, 107, -1, -1, -1, -1
59, 2, 600, 383, 51, 104, -1, -1, -1, -1
59, 1, 599, 299, 63, 106, -1, -1, -1, -1
60, 2, 600, 383, 51, 105, -1, -1, -1, -1
60, 1, 599, 300, 64, 103, -1, -1, -1, -1
61, 2, 600, 383, 51, 106, -1, -1, -1, -1
61, 1, 600, 301, 64, 101, -1, -1, -1, -1
62, 2, 600, 383, 52, 106, -1, -1, -1, -1
62, 1, 601, 301, 64, 100, -1, -1, -1, -1
63, 2, 600, 383, 52, 105, -1, -1, -1, -1
63, 1, 602, 301, 64, 99, -1, -1, -1, -1
64, 2, 601, 383, 52, 105, -1, -1, -1, -1
64, 1, 603, 301, 64, 98, -1, -1, -1, -1
65, 2, 602, 383, 52, 105, -1, -1, -1, -1
65, 1, 603, 303, 63, 95, -1, -1, -1, -1
66, 2, 603, 383, 52, 105, -1, -1, -1, -1
66, 1, 604, 303, 63, 94, -1, -1, -1, -1
67, 2, 604, 382, 53, 105, -1, -1, -1, -1
67, 1, 605, 303, 64, 93, -1, -1, -1, -1
68, 2, 605, 382, 54, 105, -1, -1, -1, -1
68, 1, 606, 304, 65, 91, -1, -1, -1, -1
69, 2, 606, 382, 55, 105, -1, -1, -1, -1
69, 1, 607, 305, 66, 89, -1, -1, -1, -1
70, 2, 607, 382, 55, 105, -1, -1, -1, -1
70, 1, 608, 306, 67, 89, -1, -1, -1, -1
71, 2, 608, 382, 56, 105, -1, -1, -1, -1
71, 1, 609, 307, 68, 88, -1, -1, -1, -1
72, 2, 609, 379, 59, 105, -1, -1, -1, -1
72, 1, 610, 307, 68, 87, -1, -1, -1, -1
73, 2, 611, 378, 59, 105, -1, -1, -1, -1
73, 1, 611, 307, 68, 86, -1, -1, -1, -1
74, 2, 613, 377, 59, 105, -1, -1, -1, -1
74, 1, 615, 306, 68, 87, -1, -1, -1, -1
75, 2, 615, 377, 59, 105, -1, -1, -1, -1
75, 1, 617, 306, 68, 87, -1, -1, -1, -1
76, 2, 617, 376, 60, 106, -1, -1, -1, -1
76, 1, 619, 306, 68, 87, -1, -1, -1, -1
77, 2, 619, 378, 58, 103, -1, -1, -1, -1
77, 1, 621, 306, 68, 87, -1, -1, -1, -1
78, 2, 621, 378, 58, 103, -1, -1, -1, -1
78, 1, 623, 306, 69, 87, -1, -1, -1, -1
79, 2, 623, 378, 58, 102, -1, -1, -1, -1
79, 1, 626, 305, 68, 88, -1, -1, -1, -1
80, 2, 625, 378, 58, 102, -1, -1, -1, -1
80, 1, 628, 305, 69, 87, -1, -1, -1, -1
81, 2, 628, 374, 60, 103, -1, -1, -1, -1
81, 1, 630, 305, 69, 86, -1, -1, -1, -1
82, 2, 630, 373, 60, 103, -1, -1, -1, -1
82, 1, 632, 305, 69, 85, -1, -1, -1, -1
83, 2, 632, 372, 60, 103, -1, -1, -1, -1
83, 1, 634, 305, 69, 84, -1, -1, -1, -1
84, 2, 634, 371, 61, 103, -1, -1, -1, -1
84, 1, 637, 303, 69, 87, -1, -1, -1, -1
85, 2, 636, 370, 62, 103, -1, -1, -1, -1
85, 1, 639, 302, 69, 87, -1, -1, -1, -1
86, 2, 636, 373, 60, 100, -1, -1, -1, -1
86, 1, 641, 301, 69, 87, -1, -1, -1, -1
87, 2, 637, 372, 60, 100, -1, -1, -1, -1
87, 1, 643, 300, 69, 87, -1, -1, -1, -1
88, 2, 638, 372, 60, 100, -1, -1, -1, -1
88, 1, 646, 298, 69, 90, -1, -1, -1, -1
89, 2, 639, 372, 60, 100, -1, -1, -1, -1
89, 1, 648, 297, 69, 91, -1, -1, -1, -1
90, 2, 640, 372, 60, 100, -1, -1, -1, -1
90, 1, 650, 297, 69, 91, -1, -1, -1, -1
91, 2, 644, 368, 62, 101, -1, -1, -1, -1
91, 1, 651, 297, 69, 91, -1, -1, -1, -1
92, 2, 646, 368, 62, 101, -1, -1, -1, -1
92, 1, 652, 297, 69, 92, -1, -1, -1, -1
93, 2, 648, 368, 62, 100, -1, -1, -1, -1
93, 1, 653, 296, 69, 95, -1, -1, -1, -1
94, 2, 650, 368, 62, 100, -1, -1, -1, -1
94, 1, 654, 296, 69, 96, -1, -1, -1, -1
95, 2, 652, 366, 64, 102, -1, -1, -1, -1
95, 1, 655, 296, 69, 96, -1, -1, -1, -1
96, 2, 653, 366, 65, 102, -1, -1, -1, -1
96, 1, 656, 296, 69, 97, -1, -1, -1, -1
97, 2, 654, 366, 65, 102, -1, -1, -1, -1
97, 1, 657, 296, 69, 98, -1, -1, -1, -1
98, 2, 655, 365, 65, 102, -1, -1, -1, -1
98, 1, 658, 294, 69, 101, -1, -1, -1, -1
99, 2, 656, 364, 65, 102, -1, -1, -1, -1
99, 1, 658, 294, 69, 101, -1, -1, -1, -1
100, 2, 655, 363, 68, 103, -1, -1, -1, -1
100, 1, 658, 293, 69, 102, -1, -1, -1, -1
101, 2, 655, 362, 69, 103, -1, -1, -1, -1
101, 1, 658, 292, 69, 103, -1, -1, -1, -1
102, 2, 654, 361, 71, 105, -1, -1, -1, -1
102, 1, 659, 293, 69, 109, -1, -1, -1, -1
103, 2, 654, 360, 72, 106, -1, -1, -1, -1
103, 1, 659, 292, 69, 111, -1, -1, -1, -1
104, 2, 654, 359, 72, 107, -1, -1, -1, -1
104, 1, 659, 292, 69, 112, -1, -1, -1, -1
105, 2, 654, 358, 72, 108, -1, -1, -1, -1
105, 1, 659, 292, 69, 113, -1, -1, -1, -1
106, 2, 654, 358, 72, 108, -1, -1, -1, -1
106, 1, 659, 292, 69, 114, -1, -1, -1, -1
107, 2, 652, 359, 72, 107, -1, -1, -1, -1
107, 1, 659, 292, 70, 119, -1, -1, -1, -1
108, 2, 651, 359, 72, 107, -1, -1, -1, -1
108, 1, 659, 292, 70, 121, -1, -1, -1, -1
109, 2, 650, 359, 72, 107, -1, -1, -1, -1
109, 1, 658, 292, 71, 123, -1, -1, -1, -1
110, 2, 649, 359, 72, 107, -1, -1, -1, -1
110, 1, 658, 292, 70, 125, -1, -1, -1, -1
111, 2, 647, 359, 73, 108, -1, -1, -1, -1
111, 1, 657, 292, 70, 127, -1, -1, -1, -1
112, 2, 645, 359, 73, 109, -1, -1, -1, -1
112, 1, 656, 291, 70, 132, -1, -1, -1, -1
113, 2, 643, 360, 74, 109, -1, -1, -1, -1
113, 1, 655, 292, 70, 134, -1, -1, -1, -1
114, 2, 641, 361, 75, 109, -1, -1, -1, -1
114, 1, 654, 292, 70, 136, -1, -1, -1, -1
115, 2, 639, 362, 76, 109, -1, -1, -1, -1
115, 1, 653, 292, 70, 138, -1, -1, -1, -1
116, 2, 637, 362, 77, 109, -1, -1, -1, -1
116, 1, 652, 292, 70, 140, -1, -1, -1, -1
117, 2, 637, 364, 77, 109, -1, -1, -1, -1
117, 1, 650, 290, 70, 142, -1, -1, -1, -1
118, 2, 636, 364, 77, 110, -1, -1, -1, -1
118, 1, 649, 289, 69, 144, -1, -1, -1, -1
119, 2, 635, 364, 77, 110, -1, -1, -1, -1
119, 1, 647, 289, 69, 145, -1, -1, -1, -1
120, 2, 634, 364, 77, 110, -1, -1, -1, -1
120, 1, 645, 288, 69, 147, -1, -1, -1, -1
121, 2, 633, 364, 77, 111, -1, -1, -1, -1
121, 1, 643, 287, 69, 149, -1, -1, -1, -1
122, 2, 631, 365, 78, 111, -1, -1, -1, -1
122, 1, 641, 286, 69, 152, -1, -1, -1, -1
123, 2, 630, 365, 78, 110, -1, -1, -1, -1
123, 1, 639, 285, 69, 154, -1, -1, -1, -1
124, 2, 629, 364, 78, 110, -1, -1, -1, -1
124, 1, 638, 284, 68, 155, -1, -1, -1, -1
125, 2, 628, 363, 78, 110, -1, -1, -1, -1
125, 1, 637, 283, 67, 156, -1, -1, -1, -1
126, 2, 627, 362, 78, 110, -1, -1, -1, -1
126, 1, 636, 282, 66, 157, -1, -1, -1, -1
127, 2, 625, 360, 79, 110, -1, -1, -1, -1
127, 1, 634, 280, 67, 158, -1, -1, -1, -1
128, 2, 624, 359, 79, 110, -1, -1, -1, -1
128, 1, 632, 279, 67, 159, -1, -1, -1, -1
129, 2, 623, 358, 78, 109, -1, -1, -1, -1
129, 1, 631, 278, 66, 160, -1, -1, -1, -1
130, 2, 622, 357, 77, 109, -1, -1, -1, -1
130, 1, 630, 277, 66, 161, -1, -1, -1, -1
131, 2, 621, 356, 77, 109, -1, -1, -1, -1
131, 1, 629, 276, 66, 162, -1, -1, -1, -1
132, 2, 619, 354, 79, 108, -1, -1, -1, -1
132, 1, 629, 275, 67, 159, -1, -1, -1, -1
133, 2, 618, 353, 79, 108, -1, -1, -1, -1
133, 1, 628, 274, 67, 159, -1, -1, -1, -1
134, 2, 617, 352, 79, 108, -1, -1, -1, -1
134, 1, 627, 273, 67, 160, -1, -1, -1, -1
135, 2, 615, 351, 80, 108, -1, -1, -1, -1
135, 1, 626, 272, 67, 161, -1, -1, -1, -1
136, 2, 614, 350, 80, 108, -1, -1, -1, -1
136, 1, 625, 271, 67, 162, -1, -1, -1, -1
137, 2, 613, 350, 81, 107, -1, -1, -1, -1
137, 1, 625, 272, 67, 157, -1, -1, -1, -1
138, 2, 612, 349, 82, 107, -1, -1, -1, -1
138, 1, 625, 271, 66, 157, -1, -1, -1, -1
139, 2, 611, 348, 83, 107, -1, -1, -1, -1
139, 1, 624, 270, 66, 157, -1, -1, -1, -1
140, 2, 610, 347, 83, 107, -1, -1, -1, -1
140, 1, 623, 269, 66, 157, -1, -1, -1, -1
141, 2, 609, 347, 83, 106, -1, -1, -1, -1
141, 1, 623, 268, 65, 157, -1, -1, -1, -1
142, 2, 610, 346, 81, 107, -1, -1, -1, -1
142, 1, 622, 271, 65, 151, -1, -1, -1, -1
143, 2, 610, 346, 80, 107, -1, -1, -1, -1
143, 1, 621, 271, 65, 151, -1, -1, -1, -1
144, 2, 609, 346, 80, 107, -1, -1, -1, -1
144, 1, 620, 271, 65, 151, -1, -1, -1, -1
145, 2, 608, 346, 80, 107, -1, -1, -1, -1
145, 1, 619, 272, 65, 151, -1, -1, -1, -1
146, 2, 608, 346, 79, 107, -1, -1, -1, -1
146, 1, 618, 273, 65, 150, -1, -1, -1, -1
147, 2, 609, 347, 77, 107, -1, -1, -1, -1
147, 1, 617, 276, 66, 150, -1, -1, -1, -1
148, 2, 609, 347, 76, 107, -1, -1, -1, -1
148, 1, 616, 277, 66, 150, -1, -1, -1, -1
149, 2, 609, 347, 75, 107, -1, -1, -1, -1
149, 1, 615, 278, 66, 149, -1, -1, -1, -1
150, 2, 609, 347, 75, 107, -1, -1, -1, -1
150, 1, 615, 279, 65, 149, -1, -1, -1, -1
151, 2, 609, 347, 75, 107, -1, -1, -1, -1
151, 1, 615, 279, 65, 149, -1, -1, -1, -1
152, 2, 609, 348, 74, 106, -1, -1, -1, -1
152, 1, 615, 281, 66, 146, -1, -1, -1, -1
153, 2, 609, 348, 73, 105, -1, -1, -1, -1
153, 1, 615, 281, 66, 146, -1, -1, -1, -1
154, 2, 609, 348, 72, 105, -1, -1, -1, -1
154, 1, 615, 281, 65, 145, -1, -1, -1, -1
155, 2, 609, 348, 71, 105, -1, -1, -1, -1
155, 1, 615, 281, 64, 145, -1, -1, -1, -1
156, 2, 609, 348, 70, 105, -1, -1, -1, -1
156, 1, 615, 281, 64, 145, -1, -1, -1, -1
157, 2, 608, 349, 71, 103, -1, -1, -1, -1
157, 1, 615, 281, 65, 141, -1, -1, -1, -1
158, 2, 607, 349, 71, 103, -1, -1, -1, -1
158, 1, 615, 281, 65, 141, -1, -1, -1, -1
159, 2, 607, 349, 70, 103, -1, -1, -1, -1
159, 1, 614, 282, 65, 140, -1, -1, -1, -1
160, 2, 607, 349, 70, 103, -1, -1, -1, -1
160, 1, 614, 283, 64, 139, -1, -1, -1, -1
161, 2, 607, 350, 70, 103, -1, -1, -1, -1
161, 1, 614, 283, 64, 139, -1, -1, -1, -1
162, 2, 607, 351, 71, 102, -1, -1, -1, -1
162, 1, 613, 283, 64, 136, -1, -1, -1, -1
163, 2, 607, 352, 71, 102, -1, -1, -1, -1
163, 1, 613, 284, 64, 135, -1, -1, -1, -1
164, 2, 607, 353, 70, 102, -1, -1, -1, -1
164, 1, 612, 285, 64, 135, -1, -1, -1, -1
165, 2, 607, 355, 69, 101, -1, -1, -1, -1
165, 1, 611, 286, 64, 135, -1, -1, -1, -1
166, 2, 607, 357, 69, 101, -1, -1, -1, -1
166, 1, 611, 287, 64, 135, -1, -1, -1, -1
167, 2, 607, 358, 69, 100, -1, -1, -1, -1
167, 1, 611, 290, 64, 135, -1, -1, -1, -1
168, 2, 607, 360, 69, 99, -1, -1, -1, -1
168, 1, 611, 292, 64, 134, -1, -1, -1, -1
169, 2, 607, 361, 69, 99, -1, -1, -1, -1
169, 1, 611, 293, 64, 134, -1, -1, -1, -1
170, 2, 607, 362, 69, 99, -1, -1, -1, -1
170, 1, 611, 294, 64, 134, -1, -1, -1, -1
171, 2, 607, 363, 69, 99, -1, -1, -1, -1
171, 1, 610, 296, 65, 133, -1, -1, -1, -1
172, 2, 607, 364, 70, 99, -1, -1, -1, -1
172, 1, 611, 299, 65, 134, -1, -1, -1, -1
173, 2, 607, 365, 71, 99, -1, -1, -1, -1
173, 1, 611, 300, 65, 134, -1, -1, -1, -1
174, 2, 607, 366, 71, 99, -1, -1, -1, -1
174, 1, 611, 301, 65, 134, -1, -1, -1, -1
175, 2, 607, 367, 71, 98, -1, -1, -1, -1
175, 1, 611, 302, 65, 134, -1, -1, -1, -1
176, 2, 607, 367, 71, 98, -1, -1, -1, -1
176, 1, 611, 303, 65, 133, -1, -1, -1, -1
177, 2, 607, 368, 72, 98, -1, -1, -1, -1
177, 1, 613, 304, 64, 132, -1, -1, -1, -1
178, 2, 607, 368, 72, 98, -1, -1, -1, -1
178, 1, 614, 305, 64, 131, -1, -1, -1, -1
179, 2, 607, 368, 72, 98, -1, -1, -1, -1
179, 1, 615, 306, 64, 130, -1, -1, -1, -1
180, 2, 607, 368, 72, 99, -1, -1, -1, -1
180, 1, 616, 306, 64, 130, -1, -1, -1, -1
181, 2, 607, 368, 72, 100, -1, -1, -1, -1
181, 1, 617, 306, 64, 130, -1, -1, -1, -1
182, 2, 608, 369, 71, 98, -1, -1, -1, -1
182, 1, 617, 305, 64, 129, -1, -1, -1, -1
183, 2, 608, 370, 71, 98, -1, -1, -1, -1
183, 1, 618, 305, 63, 129, -1, -1, -1, -1
184, 2, 608, 371, 72, 98, -1, -1, -1, -1
184, 1, 619, 305, 63, 129, -1, -1, -1, -1
185, 2, 608, 372, 72, 98, -1, -1, -1, -1
185, 1, 620, 306, 62, 128, -1, -1, -1, -1
186, 2, 609, 373, 72, 97, -1, -1, -1, -1
186, 1, 620, 307, 62, 128, -1, -1, -1, -1
187, 2, 611, 373, 72, 98, -1, -1, -1, -1
187, 1, 621, 309, 62, 127, -1, -1, -1, -1
188, 2, 612, 374, 72, 98, -1, -1, -1, -1
188, 1, 621, 310, 62, 127, -1, -1, -1, -1
189, 2, 613, 374, 72, 98, -1, -1, -1, -1
189, 1, 622, 311, 62, 126, -1, -1, -1, -1
190, 2, 614, 374, 72, 98, -1, -1, -1, -1
190, 1, 623, 312, 61, 126, -1, -1, -1, -1
191, 2, 615, 374, 72, 99, -1, -1, -1, -1
191, 1, 624, 312, 61, 126, -1, -1, -1, -1
192, 2, 616, 375, 73, 98, -1, -1, -1, -1
192, 1, 625, 313, 61, 127, -1, -1, -1, -1
193, 2, 617, 376, 73, 98, -1, -1, -1, -1
193, 1, 625, 314, 62, 127, -1, -1, -1, -1
194, 2, 618, 377, 73, 98, -1, -1, -1, -1
194, 1, 626, 315, 62, 127, -1, -1, -1, -1
195, 2, 619, 378, 73, 98, -1, -1, -1, -1
195, 1, 627, 316, 62, 127, -1, -1, -1, -1
196, 2, 619, 379, 74, 98, -1, -1, -1, -1
196, 1, 627, 317, 63, 127, -1, -1, -1, -1
197, 2, 619, 380, 75, 98, -1, -1, -1, -1
197, 1, 628, 317, 63, 128, -1, -1, -1, -1
198, 2, 619, 381, 76, 98, -1, -1, -1, -1
198, 1, 629, 317, 63, 129, -1, -1, -1, -1
199, 2, 619, 381, 77, 99, -1, -1, -1, -1
199, 1, 630, 317, 63, 130, -1, -1, -1, -1
200, 2, 619, 381, 77, 100, -1, -1, -1, -1
200, 1, 630, 317, 64, 131, -1, -1, -1, -1
201, 2, 619, 381, 78, 100, -1, -1, -1, -1
201, 1, 631, 317, 64, 132, -1, -1, -1, -1
202, 2, 619, 382, 79, 99, -1, -1, -1, -1
202, 1, 631, 316, 65, 132, -1, -1, -1, -1
203, 2, 619, 383, 79, 99, -1, -1, -1, -1
203, 1, 631, 316, 66, 133, -1, -1, -1, -1
204, 2, 619, 384, 79, 99, -1, -1, -1, -1
204, 1, 631, 316, 66, 134, -1, -1, -1, -1
205, 2, 619, 385, 79, 99, -1, -1, -1, -1
205, 1, 631, 317, 66, 134, -1, -1, -1, -1
206, 2, 619, 386, 79, 99, -1, -1, -1, -1
206, 1, 631, 318, 66, 135, -1, -1, -1, -1
207, 2, 619, 387, 80, 100, -1, -1, -1, -1
207, 1, 631, 319, 66, 133, -1, -1, -1, -1
208, 2, 619, 388, 80, 100, -1, -1, -1, -1
208, 1, 631, 320, 66, 133, -1, -1, -1, -1
209, 2, 619, 389, 80, 100, -1, -1, -1, -1
209, 1, 631, 321, 66, 133, -1, -1, -1, -1
210, 2, 619, 390, 80, 100, -1, -1, -1, -1
210, 1, 631, 321, 66, 133, -1, -1, -1, -1
211, 2, 619, 390, 80, 100, -1, -1, -1, -1
211, 1, 631, 321, 66, 133, -1, -1, -1, -1
212, 2, 619, 390, 82, 100, -1, -1, -1, -1
212, 1, 630, 321, 67, 133, -1, -1, -1, -1
213, 2, 619, 390, 83, 100, -1, -1, -1, -1
213, 1, 630, 320, 67, 134, -1, -1, -1, -1
214, 2, 619, 390, 83, 99, -1, -1, -1, -1
214, 1, 630, 319, 67, 135, -1, -1, -1, -1
215, 2, 619, 389, 83, 99, -1, -1, -1, -1
215, 1, 629, 318, 67, 135, -1, -1, -1, -1
216, 2, 619, 388, 84, 99, -1, -1, -1, -1
216, 1, 629, 317, 67, 135, -1, -1, -1, -1
217, 2, 618, 386, 85, 100, -1, -1, -1, -1
217, 1, 629, 318, 67, 135, -1, -1, -1, -1
218, 2, 618, 385, 85, 100, -1, -1, -1, -1
218, 1, 629, 317, 67, 134, -1, -1, -1, -1
219, 2, 618, 383, 85, 100, -1, -1, -1, -1
219, 1, 629, 316, 67, 134, -1, -1, -1, -1
220, 2, 618, 381, 85, 100, -1, -1, -1, -1
220, 1, 629, 314, 67, 134, -1, -1, -1, -1
221, 2, 618, 379, 85, 100, -1, -1, -1, -1
221, 1, 629, 312, 67, 134, -1, -1, -1, -1
222, 2, 618, 377, 84, 100, -1, -1, -1, -1
222, 1, 630, 310, 68, 136, -1, -1, -1, -1
223, 2, 617, 375, 85, 99, -1, -1, -1, -1
223, 1, 630, 308, 68, 136, -1, -1, -1, -1
224, 2, 616, 372, 85, 99, -1, -1, -1, -1
224, 1, 629, 306, 68, 136, -1, -1, -1, -1
225, 2, 615, 369, 85, 99, -1, -1, -1, -1
225, 1, 629, 304, 68, 136, -1, -1, -1, -1
226, 2, 614, 366, 85, 99, -1, -1, -1, -1
226, 1, 629, 302, 68, 136, -1, -1, -1, -1
227, 2, 614, 364, 85, 100, -1, -1, -1, -1
227, 1, 629, 298, 68, 136, -1, -1, -1, -1
228, 2, 613, 362, 85, 100, -1, -1, -1, -1
228, 1, 629, 296, 68, 136, -1, -1, -1, -1
229, 2, 612, 360, 86, 100, -1, -1, -1, -1
229, 1, 629, 294, 68, 136, -1, -1, -1, -1
230, 2, 611, 358, 86, 100, -1, -1, -1, -1
230, 1, 628, 292, 68, 136, -1, -1, -1, -1
231, 2, 610, 356, 87, 100, -1, -1, -1, -1
231, 1, 628, 290, 68, 136, -1, -1, -1, -1
232, 2, 611, 354, 87, 101, -1, -1, -1, -1
232, 1, 627, 286, 68, 135, -1, -1, -1, -1
233, 2, 610, 353, 88, 101, -1, -1, -1, -1
233, 1, 627, 284, 68, 135, -1, -1, -1, -1
234, 2, 609, 352, 89, 101, -1, -1, -1, -1
234, 1, 626, 282, 68, 136, -1, -1, -1, -1
235, 2, 608, 351, 90, 101, -1, -1, -1, -1
235, 1, 625, 280, 68, 136, -1, -1, -1, -1
236, 2, 607, 350, 91, 102, -1, -1, -1, -1
236, 1, 624, 279, 68, 136, -1, -1, -1, -1
237, 2, 607, 349, 91, 103, -1, -1, -1, -1
237, 1, 623, 278, 68, 135, -1, -1, -1, -1
238, 2, 606, 348, 91, 104, -1, -1, -1, -1
238, 1, 622, 277, 68, 135, -1, -1, -1, -1
239, 2, 605, 348, 91, 104, -1, -1, -1, -1
239, 1, 621, 276, 68, 135, -1, -1, -1, -1
240, 2, 604, 348, 91, 104, -1, -1, -1, -1
240, 1, 620, 275, 68, 136, -1, -1, -1, -1
241, 2, 603, 348, 91, 105, -1, -1, -1, -1
241, 1, 619, 275, 68, 136, -1, -1, -1, -1
242, 2, 602, 348, 92, 107, -1, -1, -1, -1
242, 1, 619, 277, 69, 137, -1, -1, -1, -1
243, 2, 601, 349, 92, 108, -1, -1, -1, -1
243, 1, 618, 278, 69, 137, -1, -1, -1, -1
244, 2, 600, 350, 92, 109, -1, -1, -1, -1
244, 1, 617, 279, 70, 138, -1, -1, -1, -1
245, 2, 599, 352, 92, 110, -1, -1, -1, -1
245, 1, 616, 280, 70, 139, -1, -1, -1, -1
